市区路段动力给力	2	动力充足	动力充足	动力不足	动力满意	动力偏弱	动力够用	动力不错	市区油耗高	动力很弱	动力不平顺	发动机抖动	发动机抖	路感差	轮胎抓地力强	路感	动力非常好	发动机稳定	方向盘抖动	发动机不错	路感清晰	越野能力强
空调开启后动力绰绰有余	1	动力充足	动力充足	动力不平顺	动力不足	动力满意	动力输出平顺	动力非常好	空调效果不好	动力偏弱	动力够用	动力不错	动力很弱	空调效果好	转向力度适中	空间、	发动机抖动	空间宽裕	后排压抑	发动机抖	空间一般	轮胎抓地力强
内饰简洁	9		内饰简洁	内饰不错	内饰豪华	设计简洁	中控简洁	内饰好看	内饰不好看	内饰用料差	内饰用料好	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞	视野不好
钣金做工不精细	3	外观做工不精细	外观做工不精细	内饰做工不好	做工不错	内饰做工不错	外观做工不错	做工好	转向不精准	做工讲究	内饰做工很好	做工粗糙	内饰不错	内饰不好看	操控不好	视野不好	设计不好看	动力不平顺	内饰质感不错	刹车不好	音响效果不好	高速不稳
第三排空间足够	1	后排空间够大	第三排空间挤	前排空间够用	前排空间不错	前排空间偏小	后排空间不大	后排空间够大	前排空间够大	后排空间小	后排空间很大	后排空间够用	空间、	空间宽裕	储物空间够用	储物空间很少	储物空间合理	空间一般	横向空间小	空间不够用	后排支撑够	空间够用
异味轻	8	无异味	异味大	无异味	有异味	空间、	隔音好	丰富	油耗	头部	路感差	操控好	油门重	省电	做工好	油箱大	灯光暗	刹车软	邮箱小	路感	噪音小	有异响
内饰造型好	12	内饰设计不错	内饰用料好	内饰不错	内饰不好看	内饰用料不好	内饰用料差	内饰做工不好	内饰做工很好	内饰豪华	内饰好看	内饰简洁	操控不好	视野不好	隔音好	刹车性能好	内饰质感不错	刹车不好	操控好	做工好	尾灯造型独特	设计不好
扶手箱空间小	60		横向空间小	主驾空间小	空间小	后排空间小	储物空间小	空间、	邮箱小	主驾头部空间小	后排头部空间小	前排空间偏小	储物空间大	空间较小	改装空间大	第三排空间挤	储物空间少	空间很小	油箱小	横向空间大	主驾头部空间太小	空间宽裕
仪表盘造型好评	1	仪表盘大气	仪表盘大气	仪表盘简洁明了	尾灯造型独特	方向盘手感好	内饰不好看	操控不好	导航好用	视野不好	隔音好	设计不好看	刹车性能好	前脸好看	刹车不好	日行灯好看	音响效果不好	操控好	做工好	方向盘大小适中	内饰用料不好	设计不好
市区路段加速好	9		市区油耗高	操控不好	视野不好	隔音好	刹车性能好	刹车不好	音响效果不好	路感差	操控好	做工好	内饰用料不好	设计不好	加速较慢	车漆质量好	空间效果好	路感	动力非常好	空调效果不好	方向盘手感好	内饰做工不好
加速换档平顺	3	变速箱换挡平顺	变速箱换挡平顺	动力不平顺	加速较慢	动力输出平顺	刹车平顺	加速不错	加速很快	变速箱换挡积极	起步平稳	高速不稳	变速箱不行	过弯平稳	变速箱响应慢	车尾平庸	高速稳定	高速油耗高	新车味道大	内饰不错	内饰不好看	转向力度适中
内饰造型优秀	6	内饰设计不错	内饰不错	内饰不好看	内饰质感不错	尾灯造型独特	内饰用料不好	内饰用料差	内饰不够豪华	内饰做工不好	内饰做工很好	内饰豪华	内饰做工不错	内饰设计不错	内饰用料好	内饰好看	内饰简洁	新车味道大	转向力度适中	空间、	配置很高	屁股难看
ABS防抱死差	3		A柱异响	路感差	内饰用料差	用料略差	B柱异响	座椅包裹性差	指向差	通过性差	导航差	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	门板储物格鸡肋	屁股难看	操控不好	导航好用	配置略低
方向盘手感好	113		方向盘手感好	方向盘手感不好	方向盘抖动	方向盘大小适中	方向盘指向精准	转向手感不错	转向力度适中	操控不好	视野不好	隔音好	刹车性能好	刹车不好	音响效果不好	路感差	操控好	转向灵活	做工好	内饰用料不好	设计不好	横向空间小
转向有虚位	101	转向不精准	转向灵活	转向很沉	转向不精准	转向精准	转向轻盈	转向沉稳	转向较轻	转向偏沉	转向力度适中	横向空间小	有异响	转向性能不行	方向盘抖动	有异味	后排有隆起	转向手感不错	指向差	转弯半径小	横向空间大	新车味道大
第三排空间大	2	后排空间够大	第三排空间挤	后排空间不大	后排空间够大	前排空间够大	储物空间大	改装空间大	后排空间小	后排空间很大	横向空间大	空间、	门板储物空间大	横向空间小	前排空间够用	前排空间不错	前排空间偏小	空间很大	后备厢空间够大	空间够大	主驾空间小	空间小
内饰造型不错	2	内饰设计不错	内饰不错	内饰质感不错	内饰做工不错	内饰设计不错	内饰用料不好	内饰做工不好	内饰不好看	导航不错	尾灯造型独特	内饰用料差	内饰不够豪华	前排空间不错	内饰做工很好	动力不错	内饰豪华	做工不错	空间不错	发动机不错	内饰用料好	转向手感不错
充电不便利	3		充电便捷	内饰不错	内饰不好看	操控不好	视野不好	设计不好看	动力不平顺	刹车不好	高速不稳	省电	导航不错	座椅不灵活	设计不好	座椅不舒服	动力不足	配置不喜欢	空间不够用	刹车不灵敏	启停不好用	转向不精准
全景天窗还不错	1		内饰不错	内饰质感不错	导航不错	前排空间不错	动力不错	做工不错	空间不错	内饰做工不错	内饰设计不错	发动机不错	转向手感不错	氛围灯不错	外观做工不错	前脸不错	头部空间不错	加速不错	操控不错	配置不错	操控不好	视野不好
性价比高	40435	配置很高	配置很高	油耗较高	油耗偏高	内饰不错	空间、	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞	视野不好	避震硬朗	隔音好	屏幕清晰	远光够亮	座椅灵活	安全配置高
行驶稳定性优秀	1		高速稳定	驾驶位宽敞	刹车性能好	避震支撑性好	发动机稳定	座椅包裹性差	通过性好	通过性差	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	门板储物格鸡肋	屁股难看	操控不好	导航好用	配置略低	动力充足
第一排空间宽松	1539	前排空间够大	第三排空间挤	空间宽裕	前排空间够用	前排空间不错	前排空间偏小	后排空间不大	后排空间够大	前排空间够大	后排空间小	后排空间很大	后排空间够用	空间、	储物空间够用	储物空间很少	储物空间合理	空间一般	横向空间小	空间够用	空间很大	空间灵活
前排座椅调节方便	50	座椅灵活	后排座椅难受	后排座椅舒服	座椅灵活	座椅偏硬	座椅不灵活	座椅不舒服	前排空间够用	座椅不够舒服	前排空间不错	前排空间偏小	座椅用料好	座椅舒服	前排空间够大	座椅包裹性差	前脸好看	后排压抑	前脸霸气	后排支撑够	后排舒服	后排头部空间小
GPS差劲	11	导航差	路感差	用料略差	指向差	通过性差	导航差	新车味道大	内饰不错	内饰不好看	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞	视野不好	避震硬朗
动力不错	7262		动力不错	动力不足	内饰不错	动力充足	动力不平顺	导航不错	动力满意	动力偏弱	动力够用	做工不错	动力很弱	空间不错	发动机不错	前脸不错	加速不错	操控不错	配置不错	操控不好	视野不好	刹车不好
悬架减震不适	6850	避震效果不好	悬架偏软	内饰不错	操控不好	视野不好	避震硬朗	内饰质感不错	刹车不好	音响效果不好	高速不稳	导航不错	内饰用料不好	设计不好	动力不足	变速箱不行	空调效果不好	前排空间不错	后排空间不大	内饰做工不好	动力不错	做工不错
内饰造型不好	102	内饰不好看	内饰用料不好	内饰做工不好	内饰不错	内饰不好看	内饰质感不错	内饰做工很好	内饰做工不错	内饰设计不错	内饰用料好	操控不好	视野不好	刹车不好	音响效果不好	尾灯造型独特	设计不好	内饰用料差	内饰不够豪华	空调效果不好	内饰豪华	用料不好
第三排座椅难受	9	后排座椅难受	后排座椅难受	后排座椅舒服	第三排空间挤	座椅灵活	座椅偏硬	座椅舒服	屁股难看	后排压抑	座椅不灵活	座椅不舒服	前排空间够用	后排支撑够	后排舒服	前排空间不错	油耗可以接受	前排空间偏小	后排空间不大	日行灯难看	后排无隆起	后排空间够大
表显油耗精准	1		油耗	油耗较高	转向不精准	转向精准	市区油耗高	油耗很低	油耗满意	油耗低	油耗偏高	操控精准	高速油耗高	油门适中	油门灵敏	油门重	油箱大	油门偏沉	油耗很满意	方向盘指向精准	油门很轻	油箱小
高速加速无力	10	加速较慢	高速不稳	加速较慢	高速稳定	加速不错	加速很快	高速油耗高	变速箱不行	变速箱响应慢	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中
座椅材质差	1		座椅灵活	座椅偏硬	座椅不灵活	座椅不舒服	座椅用料好	座椅舒服	座椅包裹性差	路感差	内饰用料差	座椅不够舒服	用料略差	指向差	通过性差	导航差	新车味道大	内饰不错	内饰不好看	空间、	配置很高	屁股难看
第一排座椅调节费劲	1	座椅不灵活	后排座椅难受	后排座椅舒服	座椅灵活	座椅偏硬	座椅不灵活	座椅不舒服	座椅不够舒服	座椅用料好	座椅舒服	座椅包裹性差	第三排空间挤	后排压抑	前排空间够用	后排支撑够	后排舒服	后排头部空间小	前排空间不错	前排空间偏小	后排空间不大	后排无隆起
悬架减震优秀	90		悬架偏软	避震硬朗	避震偏硬	避震软	避震硬	避震太软	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞
转向稳定性差劲	509	转向性能不行	转向力度适中	转向灵活	转向很沉	转向不精准	转向精准	转向轻盈	转向沉稳	转向较轻	转向性能不行	座椅包裹性差	转向手感不错	指向差	转向偏沉	高速稳定	通过性差	刹车性能好	路感差	方向盘大小适中	横向空间小	内饰用料差
内饰造型还不错	3	内饰设计不错	内饰不错	内饰质感不错	内饰做工不错	内饰设计不错	内饰用料不好	内饰做工不好	内饰不好看	导航不错	尾灯造型独特	内饰用料差	内饰不够豪华	前排空间不错	内饰做工很好	动力不错	内饰豪华	做工不错	空间不错	发动机不错	内饰用料好	转向手感不错
加速好	3681	加速不错	隔音好	操控好	做工好	加速较慢	屏幕好	加速不错	加速很快	漆面好	空间、	操控不好	导航好用	视野不好	前脸好看	丰富	刹车不好	油耗	头部	高速不稳	路感差	油门重
方向盘轻重不合理	1353	方向盘手感不好	方向盘手感不好	方向盘大小适中	按键布局不合理	方向盘手感好	方向盘指向精准	方向盘抖动	按键布局合理	储物空间合理	转向不精准	转向轻盈	转向较轻	转向性能不行	转向手感不错	设计合理	内饰不错	内饰不好看	转向力度适中	操控不好	视野不好	设计不好看
扶手箱空间设计差劲	46		空间、	空间宽裕	储物空间够用	储物空间很少	储物空间合理	空间一般	设计不好	横向空间小	空间效果好	前排空间够用	空间不够用	前排空间不错	空间够用	前排空间偏小	后排空间不大	后备厢空间比较小	空间很大	空间灵活	设计好看	后排空间够大
前排空间宽松	493	前排空间够大	前排空间够用	前排空间不错	前排空间偏小	前排空间够大	空间宽裕	后排空间不大	后排空间够大	后排空间小	后排空间很大	后排空间够用	空间、	储物空间够用	储物空间很少	储物空间合理	空间一般	横向空间小	空间够用	空间很大	空间灵活	空间不错
快充速度慢	1		加速较慢	高速不稳	充电便捷	油门响应慢	屏幕反应慢	起步偏慢	降挡慢	高速稳定	加速不错	起步慢	加速很快	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	屁股难看	操控不好	导航好用
加速满意	1510	加速不错	加速较慢	动力满意	油耗满意	加速不错	加速很快	高速不稳	油耗很满意	高速稳定	内饰不错	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞	视野不好
前排空间狭窄	1	前排空间偏小	前排空间够用	前排空间不错	前排空间偏小	前排空间够大	后排空间不大	后排空间够大	后排空间小	后排空间很大	后排空间够用	空间、	空间宽裕	储物空间够用	储物空间很少	储物空间合理	空间一般	横向空间小	空间够用	空间很大	空间灵活	空间不错
满载动力够用	1	动力够用	动力够用	动力充足	储物空间够用	动力不足	动力满意	前排空间够用	空间不够用	空间够用	动力偏弱	动力不错	动力很弱	后排空间够用	导航好用	远光够亮	动力不平顺	发动机抖动	发动机抖	功能实用	后排支撑够	动力非常好
后排中间凸起高	1011	后排有隆起	后排空间不大	后排无隆起	后排空间够大	后排有隆起	后排空间小	后排空间很大	后排空间够用	后排压抑	前排空间够用	后排支撑够	后排舒服	后排头部空间小	前排空间不错	后排座椅难受	前排空间偏小	后排坐垫短	后排座椅舒服	前排空间够大	空间、	配置很高
转向轻重不合适	1042	转向性能不行	转向不精准	转向轻盈	转向性能不行	转向手感不错	转向力度适中	转向灵活	按键布局不合理	转向很沉	转向精准	转向沉稳	转向较轻	转向偏沉	内饰不错	内饰不好看	操控不好	视野不好	设计不好看	外观做工不精细	动力不平顺	内饰质感不错
悬架减震差劲	11299	避震效果不好	悬架偏软	避震硬朗	路感差	内饰用料差	用料略差	避震偏硬	避震软	指向差	避震硬	通过性差	导航差	避震太软	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	屁股难看	操控不好
方向盘灵活性好	18	转向灵活	方向盘手感好	方向盘手感不好	转向灵活	方向盘大小适中	方向盘指向精准	方向盘抖动	座椅灵活	座椅不灵活	避震支撑性好	空间灵活	设计不灵活	通过性好	空间不灵活	转向力度适中	操控不好	油门灵敏	视野不好	隔音好	刹车性能好	刹车不好
风噪大	464		风噪大	油箱大	胎噪很大	异味大	噪音大	邮箱大	空间、	隔音好	丰富	油耗	头部	路感差	操控好	油门重	省电	做工好	侧倾较大	灯光暗	刹车软	邮箱小
车内隔音效果给力	4	隔音好	隔音好	音响效果不好	空间效果好	空调效果不好	空调效果好	避震效果不好	隔音不好	音响效果很好	音响效果一般	车内异响	避震效果好	制冷效果好	内饰不错	内饰不好看	内饰质感不错	车尾小气	车尾别扭	车头漂亮	内饰用料不好	内饰用料差
内饰差劲	124	内饰不好看	内饰不错	内饰豪华	内饰好看	内饰简洁	内饰不好看	路感差	内饰用料差	内饰用料好	指向差	导航差	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞
外观设计差劲	7	设计不好	设计不好	设计好看	内饰设计不错	设计简洁	外观一般	中控设计好	外观做工不错	设计合理	外观好看	设计不好看	外观做工不精细	路感差	内饰用料差	用料略差	设计不灵活	指向差	通过性差	导航差	新车味道大	内饰不错
ABS防抱死差劲	11		A柱异响	路感差	内饰用料差	用料略差	B柱异响	座椅包裹性差	指向差	通过性差	导航差	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	门板储物格鸡肋	屁股难看	操控不好	导航好用	配置略低
离合器踏板轻重不合理	33		按键布局不合理	按键布局合理	储物空间合理	设计合理	内饰不错	内饰不好看	门板储物格鸡肋	操控不好	视野不好	设计不好看	外观做工不精细	动力不平顺	内饰质感不错	刹车不好	音响效果不好	高速不稳	油门重	门板储物空间大	导航不错	内饰用料不好
优惠幅度还不错	49		内饰不错	内饰质感不错	导航不错	前排空间不错	动力不错	做工不错	空间不错	内饰做工不错	内饰设计不错	发动机不错	转向手感不错	氛围灯不错	外观做工不错	前脸不错	头部空间不错	加速不错	操控不错	配置不错	转向力度适中	操控不好
后备厢空间小	3804	后备厢空间比较小	后备厢空间比较小	后备厢空间够大	后备厢空间够用	后排空间小	后备厢空间很大	后备厢比较小	横向空间小	后排头部空间小	主驾空间小	后备厢开口大	空间小	后备厢储物空间少	储物空间小	空间、	主驾头部空间小	前排空间偏小	后排空间不大	后排空间够大	储物空间大	空间较小
空间宽敞	22709	空间宽裕	空间宽裕	空间、	视野宽敞	空间一般	空间够用	空间很大	空间灵活	空间不错	空间够大	空间舒适	空间勾搭	空间小	空间较小	空间很小	驾驶位宽敞	空间效果好	空间不够用	视野宽阔	空间不灵活	内饰不错
电动后备箱差劲	1		动力充足	动力不平顺	发动机抖动	后排压抑	发动机抖	路感差	油箱大	内饰用料差	动力不足	邮箱小	变速箱不行	动力满意	动力输出平顺	后排支撑够	动力非常好	后排舒服	发动机噪音大	动力偏弱	动力够用	动力不错
内饰做工不精细	1	内饰做工不好	外观做工不精细	内饰做工不好	内饰做工不错	内饰做工很好	内饰不错	内饰不好看	内饰质感不错	内饰用料不好	做工不错	内饰设计不错	外观做工不错	做工好	内饰用料差	内饰不够豪华	转向不精准	做工讲究	内饰豪华	内饰用料好	内饰好看	内饰简洁
油门踏板高度不合理	5		按键布局不合理	门板储物格鸡肋	油门适中	油门灵敏	高速不稳	按键布局合理	油门重	门板储物空间大	储物空间合理	油门刹车灵敏	油门响应慢	油门响应积极	油门偏沉	油耗较高	油门很轻	设计合理	油耗偏高	内饰不错	内饰不好看	转向力度适中
第一排头部空间小	1	主驾头部空间小	后排头部空间小	主驾头部空间小	主驾头部空间太小	第三排空间挤	后排空间小	横向空间小	前排空间偏小	主驾空间小	空间小	头部空间不错	储物空间小	空间、	头部	门板储物空间大	前排空间够用	前排空间不错	后排空间不大	后排空间够大	前排空间够大	储物空间大
方向盘灵活性还不错	15	转向灵活	方向盘手感不好	转向灵活	方向盘大小适中	方向盘手感好	方向盘指向精准	转向性能不行	方向盘抖动	转向手感不错	内饰不错	座椅灵活	内饰质感不错	导航不错	座椅不灵活	前排空间不错	空间灵活	动力不错	做工不错	空间不错	内饰做工不错	内饰设计不错
自动驾驶差	1		动力充足	发动机抖动	发动机抖	路感差	内饰用料差	动力不足	动力满意	动力偏弱	动力够用	动力不错	动力很弱	发动机稳定	用料略差	发动机不错	指向差	通过性差	导航差	新车味道大	内饰不错	内饰不好看
行驶稳定性好评	4	避震支撑性好	避震支撑性好	通过性好	高速稳定	内饰不好看	操控不好	导航好用	视野不好	隔音好	驾驶位宽敞	设计不好看	刹车性能好	前脸好看	刹车不好	日行灯好看	音响效果不好	操控好	做工好	内饰用料不好	设计不好	车漆质量好
后排座椅不舒服	1	后排座椅难受	后排座椅舒服	座椅不舒服	后排舒服	座椅不够舒服	后排座椅难受	座椅舒服	座椅不灵活	后排空间不大	座椅灵活	后排压抑	操控比较舒服	座椅偏硬	后排支撑够	后排头部空间小	前排空间不错	后排无隆起	后排空间够大	座椅用料好	后排坐垫短	后排有隆起
起步出色	3	起步很快	起步平稳	起步很快	起步偏慢	起步快	起步慢	内饰不错	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞	视野不好	避震硬朗	隔音好	屏幕清晰
动力出色	4799	动力充足	动力充足	动力不足	动力满意	动力偏弱	动力够用	动力不错	动力很弱	动力不平顺	动力输出平顺	动力非常好	内饰不错	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	油门适中	油门灵敏	视野宽敞
倒车影像好	1	倒车影像清晰	倒车影像清晰	刹车性能好	刹车不好	倒车影像不清晰	新车味道大	操控不好	视野不好	隔音好	车尾小气	刹车灵敏	车尾别扭	操控好	做工好	车头漂亮	设计不好	车漆偏薄	车漆质量好	刹车软	空间效果好	动力非常好
加速无力	152	加速较慢	加速较慢	加速不错	加速很快	高速不稳	高速稳定	内饰不错	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞	视野不好	避震硬朗	隔音好	屏幕清晰
内饰差	91	内饰用料差	内饰不错	路感差	内饰用料差	内饰豪华	指向差	内饰好看	内饰简洁	导航差	内饰不好看	空间、	隔音好	丰富	油耗	头部	操控好	油门重	省电	做工好	油箱大	灯光暗
有全景天窗	1		安全配置高	有异响	有小毛病	有异味	新车味道大	内饰不错	内饰不好看	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞	视野不好	避震硬朗	隔音好
内饰异味重	75	异味大	内饰不错	内饰不好看	内饰用料差	异味大	无异味	内饰豪华	内饰用料好	有异味	内饰好看	内饰简洁	内饰质感不错	A柱异响	油门重	内饰用料不好	内饰不够豪华	有异响	内饰做工不好	内饰做工很好	中控异响	内饰做工不错
刹车踏板轻重合理	2		刹车性能好	刹车不好	刹车灵敏	按键布局合理	储物空间合理	按键布局不合理	刹车软	刹车不灵敏	刹车平顺	刹车异响	设计合理	新车味道大	车尾小气	倒车影像清晰	车尾别扭	油门重	车头漂亮	车漆偏薄	车漆质量好	车漆很薄
座椅材质不好	1		座椅用料好	操控不好	视野不好	座椅灵活	刹车不好	音响效果不好	座椅偏硬	内饰用料不好	座椅不灵活	设计不好	座椅不舒服	车漆质量好	座椅不够舒服	空调效果不好	内饰做工不好	用料不好	座椅舒服	避震效果不好	隔音不好	氛围灯不好
底盘通过性不错	9	通过性好	通过性好	通过性差	内饰不错	内饰质感不错	导航不错	前排空间不错	底盘扎实	动力不错	做工不错	空间不错	底盘松散	内饰做工不错	内饰设计不错	发动机不错	转向手感不错	氛围灯不错	底盘舒适	外观做工不错	前脸不错	头部空间不错
底盘通过性给力	7	通过性好	通过性好	通过性差	底盘扎实	底盘松散	底盘舒适	刹车性能好	避震支撑性好	过弯平稳	座椅包裹性差	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	门板储物格鸡肋	屁股难看	操控不好	导航好用	配置略低
内饰做工差	5	内饰做工不好	内饰用料差	内饰做工不好	内饰做工很好	内饰做工不错	内饰不错	内饰不好看	做工好	内饰豪华	内饰用料好	内饰好看	内饰简洁	内饰质感不错	路感差	内饰用料不好	内饰不够豪华	做工讲究	做工不错	用料略差	内饰设计不错	指向差
高速加速满意	2	加速不错	高速不稳	加速较慢	动力满意	油耗很满意	油耗满意	高速稳定	加速不错	加速很快	高速油耗高	变速箱不行	变速箱响应慢	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	屁股难看	操控不好	导航好用
高速加速给力	21	加速很快	高速不稳	加速较慢	高速稳定	加速不错	加速很快	高速油耗高	变速箱不行	变速箱响应慢	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中
市区路段加速满意	1	加速不错	加速较慢	动力满意	油耗很满意	市区油耗高	油耗满意	加速不错	加速很快	高速不稳	路感差	路感	路感清晰	高速稳定	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	门板储物格鸡肋	屁股难看
第一排腿部支撑满意	2		后排支撑够	动力满意	后排头部空间小	油耗很满意	避震支撑性好	油耗满意	第三排空间挤	主驾头部空间太小	后排压抑	头部	主驾头部空间小	前排空间够用	后排舒服	前排空间不错	后排座椅难受	前排空间偏小	后排空间不大	后排无隆起	后排空间够大	后排坐垫短
高速动力肉	4		高速不稳	高速稳定	高速油耗高	动力充足	发动机抖	加速较慢	动力不足	变速箱不行	动力满意	动力偏弱	动力够用	动力不错	动力很弱	越野能力强	加速不错	加速很快	新车味道大	内饰不错	内饰不好看	空间、
外型设计好评	125	设计好看	设计好看	中控设计好	设计不好看	设计不好	内饰设计不错	设计简洁	设计合理	外观好看	内饰不好看	操控不好	导航好用	视野不好	隔音好	刹车性能好	前脸好看	刹车不好	日行灯好看	操控好	做工好	车漆质量好
悬架减震满意	592	避震效果好	动力满意	油耗很满意	油耗满意	悬架偏软	避震硬朗	避震偏硬	避震软	避震硬	避震太软	新车味道大	内饰不错	内饰不好看	转向力度适中	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足
有终身质保	2		有异响	有小毛病	有异味	新车味道大	内饰不错	内饰不好看	空间、	配置很高	屁股难看	操控不好	导航好用	配置略低	动力充足	油门适中	油门灵敏	视野宽敞	视野不好	避震硬朗	隔音好	驾驶位宽敞
钣金软	2		刹车软	避震软	空间、	隔音好	丰富	油耗	头部	路感差	操控好	油门重	省电	做工好	油箱大	灯光暗	邮箱小	路感	噪音小	有异响	李芮	异味大
前排空间足够	725	前排空间够用	前排空间够用	前排空间不错	前排空间偏小	前排空间够大	后排空间不大	后排空间够大	后排空间小	后排空间很大	后排空间够用	空间、	空间宽裕	储物空间够用	储物空间很少	储物空间合理	空间一般	横向空间小	空间不够用	后排支撑够	空间够用	空间很大
前排座椅舒服	14598	座椅舒服	后排座椅舒服	座椅舒服	座椅不舒服	后排舒服	后排座椅难受	座椅灵活	操控比较舒服	座椅偏硬	前排空间够用	座椅不够舒服	前排空间不错	前排空间偏小	前排空间够大	前脸好看	后排压抑	前脸霸气	座椅不灵活	后排支撑够	后排空间不大	后排无隆起
后排空间小	7422		后排空间小	横向空间小	后排头部空间小	前排空间偏小	后排空间不大	后排空间够大	主驾空间小	空间小	后排空间很大	后排空间够用	储物空间小	空间、	后排压抑	前排空间够用	后排支撑够	后排舒服	前排空间不错	后排无隆起	后排坐垫短	前排空间够大
发动机启停差劲	11	启停不好用	发动机抖动	发动机抖	发动机噪音大	发动机稳定	发动机不错	动力充足	动力不平顺	路感差	内饰用料差	动力不足	动力满意	动力输出平顺	动力非常好	启停不好用	动力偏弱	动力够用	动力不错	动力很弱	用料略差	座椅包裹性差
郊区路段油耗低	4		市区油耗高	油耗低	油耗	油耗很低	高速油耗高	配置略低	路感差	油门重	油箱大	路感	油耗较高	配置低	油耗满意	噪音低	路感清晰	油箱小	油耗偏高	新车味道大	内饰不错	内饰不好看
